Review_Date,Hotel_Name,Positive_Review,Negative_Review,Reviewer_Nationality,Reviewer_Score,Total_Reviews_By_Reviewer,Tags,days_since_review
07/18/2017,Saint Georges Hotel,The location was good,The rooms were dirty and the bed uncomfortable So much so I attempted sleeping on the floor in the middle of the night Exposed wires in the bathroom as well as water dripping down a light in the bath room I wouldn t recommend anyone to stay here,United Kingdom,2.9,4,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']",16 days
08/02/2016,Saint Georges Hotel,Location,Bed too small and uncomfortable for the price Didn t have breakfast as too expensive,United Kingdom,7.1,11,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",366 day
04/30/2017,Park Grand London Lancaster Gate,Excellent staff,Small room,Ireland,9.2,1,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",95 days
08/12/2015,Sofitel Paris Arc De Triomphe,Staff availability and Room,No Negative,Benin,9.2,2,"[' Leisure trip ', ' Family with young children ', ' Luxury Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",722 day
11/06/2015,H tel Duc De St Simon,Lcation and staff,Very noisy with elevator vibration,United States of America,7,3,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",636 day
01/28/2016,The Bailey s Hotel London,Great location in a recently refurbished hotel Room was lovely and spotless Great deal on the price through Booking com,The hotel s computer system was down so check out wasn t very smooth,United Kingdom,9.6,5,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']",553 day
02/16/2016,The Bailey s Hotel London,great staff lovely hotel,No Negative,United Kingdom,10,5,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ']",534 day
01/17/2016,Hotel Indigo London Tower Hill,Perfect location for my meeting Friendly helpful greeting Modern well equipped room,Pillows were so full they were not really functional Some road noise,United Kingdom,8.3,20,"[' Business trip ', ' Solo traveler ', ' Superior Room ', ' Stayed 1 night ']",564 day
07/16/2017,Mercure London Paddington Hotel,Location to transport links,The breakfast was at a sister hotel unless you used garfunkel next door bar closed at 10 50 and not 11 00 as stated room was very noisy with air conditioning on and get very small,United Kingdom,6.7,2,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",18 days
05/05/2016,Mercure London Paddington Hotel,room service and food good and reasonable up to 11pm,room is very small,United States of America,7.9,5,"[' Group ', ' Small Double Room ', ' Stayed 3 nights ']",455 day
10/27/2015,Hilton London Paddington,Good location for my needs Staff were very friendly and efficient,Beds are among the most uncomfortable I ve experienced in any hotel Not much sleep over 2 nights stay,United Kingdom,7.1,6,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",646 day
04/18/2016,Hilton London Paddington,Proximity to Tube and Heathrow Express are major advantages,No negatives,Canada,9.2,6,"[' Leisure trip ', ' Couple ', ' Double Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",472 day
06/24/2017,Kensington House Hotel,Bed very comfortable room was clean nice quality toiletries,Getting access to the wi fi Had to ring reception then waited for someone to bring a slip of paper with the username and password I m used to just selecting the hotel wi fi and logging on Also the shower was over the bath but there was no shower curtain so we had to hold a towel to prevent flooding the bathroom floor,United Kingdom,7.9,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']",40 days
08/01/2017,Novotel Paris 14 Porte d Orl ans,Everything is excellent and clean Good location quit area few min walk for metro to go airport and where ever you want to go near from orly airport staff is really good especially francias,No Negative,United Kingdom,9.6,3,"[' Leisure trip ', ' Family with young children ', ' Superior Room queen size bed and double sofa bed ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",2 days
05/24/2017,The Montague On The Gardens,Beautiful traditional English style hotel Location is spot on,No Negative,Australia,8.8,1,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",71 days
04/25/2017,Bassano,Great location Friendly staff,It would have been nice to receive a bottle of water every day not just the first day,United States of America,10,1,"[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",100 day
01/02/2016,COQ Hotel Paris,It s a very nice hotel The price we obtained online was very good compared to others we looked at I loved the location Interesting design Great and reasonable breakfast Staff was great,No Negative,United States of America,10,1,"[' Business trip ', ' Couple ', ' Classic Room ', ' Stayed 9 nights ']",579 day
02/13/2017,The Leonard Hotel,I came to london many times I think this hotel is the best one ever I would love to stay here every time I visit london It s really prefect,No Negative,Australia,10,12,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",171 day
04/26/2016,DoubleTree by Hilton London Hyde Park,Great bed Great terrace for drinking coffee an people watching Great location Excellent reception bar staff,Cook breakfast looked like it had been under a heated light for days,United Kingdom,9.6,1,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",464 day
04/05/2016,DoubleTree by Hilton London Hyde Park,I like the comfortable bed and the nice bathroom,I had 2 cockroaches in my bathroom Was very unpleasant,Lebanon,7.9,7,"[' Business trip ', ' Solo traveler ', ' King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",485 day
04/24/2016,The Ritz London,The decor and ambience,No Negative,United Kingdom,9.6,6,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",466 day
09/23/2016,M by Montcalm Shoreditch London Tech City,The modernness,We didn t check into the room until an hour late as it was not ready and the birthday surprise of balloons and cupcakes had not be set up as arranged,United Kingdom,6.3,3,"[' Leisure trip ', ' Couple ', ' Deluxe Double ', ' Stayed 1 night ', ' Submitted from a mobile device ']",314 day
09/03/2015,M by Montcalm Shoreditch London Tech City,nice hotel very nice personnel Restaurant in hotel was great,Recommendations for restaurants around were poor Obviously staff has not yet been able to build experience here,Netherlands,9.6,11,"[' Business trip ', ' Solo traveler ', ' Deluxe Double ', ' Stayed 3 nights ']",700 day
11/22/2016,M by Montcalm Shoreditch London Tech City,State of the art tech fun when you worked out how to use it,No Negative,United Kingdom,9.6,2,"[' Leisure trip ', ' Travelers with friends ', ' Deluxe Double ', ' Stayed 1 night ', ' Submitted from a mobile device ']",254 day
01/19/2016,M by Montcalm Shoreditch London Tech City,Great staff and great rooms,No Negative,United Kingdom,9.2,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",562 day
01/30/2017,Clayton Crown Hotel London,Super clean lovely room Hotel itself is clean and very well presented staff were helpful and efficient Room service was quick and food was lovely,No Negative,United Kingdom,9.6,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",185 day
03/21/2017,Clayton Crown Hotel London,Staff friendliness,No Negative,Belgium,8.3,5,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",135 day
10/25/2016,Au Manoir Saint Germain,The kindness and disponibilit of the staff the location and the calm ambiance all day and night,The safe box was an old fashion model,Lebanon,9.2,1,"[' Leisure trip ', ' Solo traveler ', ' Superior Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",282 day
06/16/2016,Best Western S vres Montparnasse,nice and helpful staff hotel was clean bathroom was lovely,The guys at the front desk offered their taxi service which was cheaper He was only trying to help But he forgot to mention i was not going to be the only occupant so we had to drive round paris to pick 4 other people before heading to the airport,France,9.2,9,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 3 nights ']",413 day
08/23/2016,The Bloomsbury Hotel,The building and location,No Negative,United Kingdom,7.5,3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",345 day
08/18/2015,Paris Marriott Opera Ambassador Hotel,No Positive,The cost for renting a meeting room,Belgium,10,2,"[' Business trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 1 night ']",716 day
12/29/2016,H tel California Champs Elys es,Only location,The cleaning and not comfortable hotel,Saudi Arabia,5.5,11,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",217 day
08/03/2016,Hotel Xenia Autograph Collection,Great staff location bar Really enjoyed my 2 night stay,No Negative,Ireland,10,1,"[' Leisure trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",365 day
07/10/2017,Britannia International Hotel Canary Wharf,The accommodations were clean and adequate The lobby area was a great place to relax and meet people The restaurant had great food and I liked the extended hours The concierge was extremely helpful in giving us useful tips about making the best use of our time in London,The hotel was a bit far from the sight seeing and tourist activities that we had planned The walk to the underground was a bit far also Spent a lot of time traveling to and from London Center Also the construction made finding the entrance difficult and it was a bit noisy,United States of America,7.9,1,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 4 nights ']",24 days
02/14/2017,Britannia International Hotel Canary Wharf,Room was spacious,Room stank of smoke Towels could not be used because of smoke smell Furniture in the room is very dated Bathroom fittings are poor,United Kingdom,4.2,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room without Window ', ' Stayed 2 nights ']",170 day
07/30/2016,Britannia International Hotel Canary Wharf,The hotel is very old and what you see on the internet was possibly taken 20yrs ago as it does really show present status of the property today FALSE ADVERTISING The staff are very good doing the best under the circumstances,the old dilapidated state of the property internally It is like an old man ready to die there is a very major construction next door and one can not avoid seeing that everyday from their windows I am sure the building is due for a rebuild anyway,Australia,5.4,1,"[' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ']",369 day
01/12/2016,Britannia International Hotel Canary Wharf,The location is great easy access to public transportation and Canary Wharf Mall,It is an old cheap 4 stars hotel Decoration is dated the gym is terrible my room had dirty windows in the exterior Awful breakfast Location is very good though,Switzerland,5,18,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 7 nights ']",569 day
